StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,Unnamed: 12
619.0,6.5,,1.0,,84.0,4.5,Yes,Yes,55.0,84.0,,
6568.0,7.7,Two,,0.0,,4.7,yes,No,,78.0, Unemployed ,
6507.0,7.7,1.0,1.0,0.0,74.0,4.5,1,,84.0,67.0, PLACED ,
8038.0,8.1,,2.0,0.0,83.0,4.1,T,,,, NotPlaced ,
2306.0,approx 7.3,One,1.0,1.0,64.0,4.1,,No,59.0,,,
,8.1,Two,3.0,2.0,-1,4.8,No,Yes,81.0,86.0, Employed ,
6205.0,-8.4,1.0,3.0,,,4.8,Yes,Yes,,68.0, Not Placed ,
5430.0,,1.0,2.0,,86.0,4.8,No,Yes,,65.0,,
1057.0,,1.0,1.0,1.0,72.0,4.3,No,Yes,62.0,70.0,,
4600.0,7.4,0.0,1.0,0.0,-1,3.9,,,55.0,61.0, Job ,
9970.0,missing,1.0,3.0,0.0,Score: 85.0,4.2,T,No,79.0,85.0, NP ,
461.0,,,1.0,0.0,Score: 80.0,4.8,Yes,Yes,55.0,61.0, NotPlaced ,
6598.0,7.5,,1.0,0.0,82.0,3.3,,Yes,81.0,66.0,,
1069.0,7.5,Two,,2.0,80.0,4.0,No,No,76.0,, Unplaced ,
,,,1.0,,,4.8,Yes,No,55.0,70.0, P ,
,6.5,,2.0,1.0,78.0,3.8,1,No,55.0,62.0, placed ,
432.0,8.1,2.0,3.0,2.0,-1,4.5,No,Yes,78.0,81.0, NP ,
995.0,,Two,,0.0,,,,,83.0,85.0, No ,
7643.0,84.0,Two,3.0,,84.0,4.7,Yes,No,85.0,85.0,,
,7.6,1.0,1.0,2.0,74.0,4.3,,,55.0,66.0, Placed ,
6683.0,-8.4,1.0,3.0,2.0,Score: 82.0,,No,Yes,59.0,85.0, NotPlaced ,
5658.0,7.3/10,,,0.0,Score: 78.0,3.1,No,,63.0,62.0, NotPlaced ,
9499.0,7.0,1.0,2.0,0.0,81.0%,4.5,True,,81.0,61.0,,
7129.0,6.6/10,,1.0,0.0,77.0,4.2,No,No,64.0,,,
,8.1,Two,3.0,2.0,-1,,Yes,No,79.0,83.0, placed ,
6876.0,7.4,Zero,2.0,0.0,-1,4.4,No,Yes,58.0,, NotPlaced ,
,7.8,One,1.0,1.0,,,Yes,Yes,55.0,66.0, PLACED ,
5639.0,missing,1.0,3.0,2.0,90.0,4.8,N,,71.0,84.0, Unemployed ,
6076.0,7.8,,2.0,2.0,,4.3,,Yes,57.0,, NotPlaced ,
259.0,,2.0,3.0,2.0,90.0,4.8,No,Yes,86.0,, Unplaced ,
,,One,3.0,1.0,73.0,4.4,,,55.0,74.0,,
2874.0,,1.0,2.0,0.0,81.0,,N,Yes,68.0,85.0, Unemployed ,
7492.0,7.5,One,,1.0,65.0,,No,No,55.0,,,
6724.0,,1.0,2.0,0.0,80.0%,4.1,N,Yes,55.0,69.0, NotPlaced ,
1907.0,-7.7,1.0,,1.0,84.0,4.7,No,No,59.0,, NotPlaced ,
5049.0,,One,2.0,3.0,85.0,4.6,1,Yes,69.0,86.0, Placed ,
9767.0,7.5,1.0,1.0,2.0,75.0,4.0,F,Yes,58.0,64.0, NotPlaced ,
1553.0,6.5,One,1.0,1.0,67.0%,3.7,,,55.0,66.0,,
7860.0,,1.0,3.0,,78.0,4.5,Yes,,75.0,82.0,,
2708.0,7.5,0.0,,,,4.4,True,,,68.0, Job ,
3491.0,,Two,3.0,2.0,86.0,4.8,Yes,Yes,71.0,84.0, NotPlaced ,
,8.1,2.0,,2.0,90.0,4.7,N,Yes,78.0,82.0, placed ,
388.0,missing,2.0,3.0,0.0,71.0%,4.8,,Yes,86.0,73.0, NotPlaced ,
,,,2.0,2.0,73.0,3.9,yes,Yes,,71.0,,
4790.0,,One,2.0,1.0,74.0,3.9,False,Yes,77.0,,,
5723.0,7.7,1.0,0.0,0.0,75.0,3.6,,,,82.0, Placed ,
373.0,7.8,0.0,3.0,,73.0,4.6,Yes,,82.0,85.0, NotPlaced ,
3375.0,7.4,1.0,,1.0,68.0,3.9,Yes,Yes,62.0,63.0,,
,6.7/10,1.0,2.0,1.0,73.0%,4.3,No,Yes,71.0,66.0,,
4896.0,8.3,,,2.0,86.0,4.7,False,,82.0,86.0, Not Placed ,
5188.0,7.6,,3.0,2.0,78.0%,4.8,,,,79.0, P ,
,8.3,1.0,2.0,0.0,-1,,yes,Yes,79.0,84.0, placed ,
6541.0,7.2,1.0,1.0,,71.0%,,No,Yes,,59.0, Not Placed ,
,7.9,0.0,1.0,0.0,70.0,3.7,No,,62.0,, NotPlaced ,
3137.0,,2.0,,2.0,88.0,4.6,N,Yes,81.0,87.0, Placed ,
6266.0,,,3.0,0.0,72.0,4.7,No,,,66.0, Placed ,
2217.0,,One,2.0,0.0,68.0,4.2,Y,No,57.0,, No ,
1336.0,8.0,,,1.0,-1,4.3,Yes,Yes,79.0,73.0, Placed ,
1541.0,6.5,0.0,1.0,,,3.5,,,55.0,, Employed ,
2553.0,6.9/10,2.0,3.0,3.0,80.0,4.8,False,No,82.0,86.0, NP ,
1041.0,8.2,,1.0,0.0,74.0,,N,Yes,77.0,67.0, NotPlaced ,
2450.0,,2.0,3.0,,,4.8,Yes,,82.0,87.0, NotPlaced ,
5046.0,8.3,One,3.0,0.0,77.0,,Yes,Yes,74.0,57.0, NotPlaced ,
,,1.0,3.0,0.0,82.0,4.6,No,Yes,76.0,82.0, PLACED ,
7661.0,6.5,,,0.0,66.0,,,No,,, PLACED ,
,8.6,0.0,3.0,2.0,Score: 83.0,4.8,0,Yes,73.0,87.0, Placed ,
4445.0,7.7/10,Zero,2.0,1.0,81.0,4.6,Yes,Yes,59.0,72.0, NotPlaced ,
376.0,missing,One,1.0,0.0,85.0,,,Yes,84.0,70.0, NotPlaced ,
,,1.0,1.0,1.0,76.0,,,No,55.0,64.0, P ,
6414.0,79.0,,3.0,2.0,90.0,4.7,No,Yes,88.0,83.0, P ,
4858.0,7.6,,1.0,1.0,,4.5,,,DATA_SHIFT_ERROR,, Employed ,
8385.0,,1.0,1.0,0.0,79.0%,4.3,,,60.0,73.0, NotPlaced ,
,,1.0,2.0,2.0,-1,4.2,No,Yes,81.0,, Employed ,
,,One,2.0,2.0,-1,3.8,Yes,Yes,61.0,,,
5114.0,-6.6,One,3.0,0.0,77.0,3.7,,Yes,55.0,, Placed ,
1645.0,6.8,Zero,3.0,0.0,83.0,4.3,False,Yes,61.0,66.0, Placed ,
310.0,,One,2.0,1.0,-1,4.3,,Yes,55.0,85.0, NotPlaced ,
1487.0,8.5/10,1.0,3.0,2.0,90.0,4.8,N,Yes,76.0,, Placed ,
479.0,8.4,2.0,3.0,,,,yes,,,78.0, Unemployed ,
8065.0,7.0,1.0,1.0,1.0,68.0,3.7,False,No,,68.0, Idle ,
6863.0,6.6/10,2.0,3.0,2.0,Score: 85.0,4.8,N,Yes,,85.0,,
,6.9,1.0,3.0,1.0,-1,,No,Yes,,, NP ,
5769.0,7.5,1.0,2.0,2.0,89.0,4.8,1,,78.0,75.0, Job ,
2825.0,7.3,One,,0.0,84.0,4.5,,Yes,55.0,, Yes ,
,,0.0,,1.0,66.0,4.5,,,61.0,71.0, Not Placed ,
,8.3,One,,2.0,90.0,4.5,yes,,56.0,71.0, NotPlaced ,
9543.0,8.4,Two,3.0,2.0,90.0,4.8,0,,79.0,86.0, Placed ,
1977.0,8.1,0.0,3.0,,-1,4.6,0,No,,83.0,,
8393.0,approx 7.4,One,,3.0,,4.7,,,,81.0, Employed ,
3452.0,7.0,0.0,1.0,1.0,67.0,4.1,yes,,69.0,81.0,,
,8.5,1.0,3.0,,84.0,4.8,1,Yes,,84.0, Unemployed ,
8540.0,83.0,1.0,3.0,,,4.7,1,,77.0,81.0, Idle ,
,6.8,0.0,2.0,2.0,84.0,4.5,No,No,67.0,70.0, PLACED ,
2906.0,,0.0,1.0,,70.0%,3.0,True,No,55.0,60.0, NP ,
42.0,missing,,3.0,,Score: 85.0,,No,Yes,77.0,83.0, Not Placed ,
,8.3,,,1.0,81.0,4.3,N,Yes,73.0,72.0, NotPlaced ,
,65.0,,,0.0,,4.1,No,Yes,55.0,64.0,,
9516.0,8.4,2.0,3.0,2.0,89.0,4.5,No,Yes,76.0,, Idle ,
9011.0,,Two,3.0,2.0,Score: 90.0,4.8,1,Yes,82.0,, Placed ,
9705.0,8.1,1.0,3.0,0.0,81.0,,T,,,83.0, P ,
8902.0,,2.0,2.0,2.0,,4.8,False,Yes,85.0,85.0,,
5000.0,8.1,Zero,,1.0,,4.8,,Yes,62.0,81.0, PLACED ,
,,0.0,3.0,3.0,84.0%,4.8,False,Yes,90.0,, Placed ,
1241.0,8.2,1.0,3.0,2.0,Score: 90.0,4.4,,Yes,85.0,84.0, NotPlaced ,
732.0,7.9,2.0,,2.0,90.0,4.8,N,Yes,82.0,84.0, P ,
7342.0,8.3,One,1.0,0.0,-1,4.3,Yes,,77.0,80.0, P ,
,8.6,,,2.0,90.0,,T,Yes,85.0,82.0, NP ,
7278.0,-6.8,1.0,,0.0,83.0,4.3,yes,No,57.0,64.0,,
1098.0,7.6,1.0,2.0,0.0,81.0,4.5,F,,76.0,84.0, Employed ,
4434.0,7.7,0.0,,,81.0,4.4,Yes,Yes,76.0,68.0, PLACED ,
5676.0,,2.0,2.0,0.0,-1,4.0,False,Yes,62.0,83.0, Placed ,
5799.0,6.5,1.0,,2.0,-1,4.7,Yes,,58.0,69.0,,
,8.3,,3.0,0.0,84.0,4.7,False,Yes,,, PLACED ,
4144.0,7.4,,2.0,0.0,-1,4.2,T,,74.0,83.0,,
2263.0,8.3/10,1.0,2.0,1.0,84.0,,no,Yes,,69.0, NotPlaced ,
7210.0,7.9,1.0,,,64.0,4.1,Yes,,56.0,, NotPlaced ,
6933.0,8.1,,3.0,1.0,-1,,No,No,,84.0, NotPlaced ,
60.0,,0.0,,0.0,76.0,3.9,No,Yes,,, Placed ,
1923.0,,1.0,2.0,1.0,,4.4,T,Yes,,73.0, Job ,
339.0,8.4,Two,3.0,2.0,87.0,4.8,True,Yes,,88.0, P ,
7644.0,76.0,,2.0,,76.0,4.5,,Yes,80.0,85.0, Yes ,
3894.0,7.7,1.0,,,64.0,,yes,Yes,70.0,69.0, NP ,
5614.0,missing,0.0,1.0,,75.0,3.5,,No,55.0,74.0, NotPlaced ,
,7.5,2.0,,0.0,Score: 72.0,4.5,Yes,Yes,72.0,70.0, NP ,
1597.0,,One,2.0,,,,yes,No,55.0,72.0, Job ,
1722.0,8.2,,1.0,,-1,3.9,,Yes,62.0,63.0, PLACED ,
8748.0,8.0,,3.0,2.0,90.0,4.8,Yes,Yes,80.0,88.0, Placed ,
2700.0,missing,Two,3.0,2.0,90.0,,0,Yes,75.0,84.0,,
5775.0,77.0,1.0,3.0,1.0,,4.6,T,No,55.0,72.0, NotPlaced ,
,missing,2.0,3.0,2.0,Score: 90.0,,yes,Yes,81.0,, Placed ,
,,1.0,,1.0,77.0,4.5,Yes,No,61.0,70.0, NotPlaced ,
8039.0,,,1.0,2.0,74.0,4.2,No,Yes,55.0,68.0,,
994.0,-8.1,2.0,3.0,2.0,Score: 78.0,4.5,No,,57.0,68.0,,
6452.0,approx 8.4,,3.0,2.0,90.0,4.6,no,Yes,74.0,, Job ,
8838.0,6.5,1.0,1.0,,,3.5,T,Yes,,, Job ,
8213.0,,1.0,1.0,1.0,,4.5,,Yes,65.0,74.0, NotPlaced ,
7668.0,,One,1.0,0.0,70.0,4.3,Yes,,76.0,69.0,,
7206.0,74.0,1.0,3.0,2.0,Score: 74.0,4.1,Yes,Yes,,81.0, Placed ,
9639.0,7.9,2.0,3.0,2.0,,4.5,0,Yes,66.0,,,
3680.0,,Zero,1.0,0.0,79.0%,4.5,Yes,,62.0,69.0, Placed ,
2905.0,6.7,One,1.0,0.0,76.0,4.2,,Yes,55.0,66.0, Unemployed ,
8519.0,7.5,1.0,1.0,1.0,74.0,4.5,,Yes,,78.0, NotPlaced ,
8120.0,,Two,1.0,1.0,,4.7,Y,No,,65.0, Not Placed ,
,8.0,1.0,,,90.0%,4.7,N,,73.0,80.0,,
5547.0,,,1.0,,79.0,4.8,yes,Yes,56.0,85.0, Yes ,
9594.0,6.7,0.0,2.0,,73.0,4.5,yes,,60.0,58.0, Not Placed ,
,missing,,1.0,0.0,81.0,4.2,,Yes,59.0,60.0, NotPlaced ,
6937.0,7.6,,2.0,,63.0,4.1,Y,Yes,55.0,64.0, Idle ,
6671.0,,One,3.0,0.0,,,Yes,Yes,,85.0, No ,
2432.0,,1.0,1.0,,,3.9,,Yes,63.0,66.0, Unplaced ,
2008.0,,1.0,3.0,2.0,79.0,4.0,yes,Yes,73.0,,,
2186.0,6.9,1.0,1.0,,,4.3,False,Yes,60.0,64.0, Idle ,
,8.3,0.0,3.0,,Score: 79.0,4.5,False,No,55.0,64.0, NotPlaced ,
4242.0,7.6,1.0,3.0,1.0,-1,4.5,Yes,Yes,84.0,80.0,,
,8.5,1.0,3.0,2.0,-1,,,Yes,,82.0, Not Placed ,
6959.0,,0.0,,0.0,,4.3,yes,Yes,,65.0,,
2467.0,7.5,,2.0,0.0,,4.3,N,Yes,58.0,67.0, NotPlaced ,
2235.0,8.5,One,3.0,,86.0,4.6,no,Yes,64.0,83.0, Idle ,
326.0,8.6,2.0,3.0,2.0,Score: 90.0,4.8,no,Yes,75.0,84.0, Unplaced ,
,7.8,One,1.0,0.0,76.0,3.9,Yes,,57.0,64.0, P ,
,missing,2.0,3.0,,90.0,4.8,,,83.0,67.0, Placed ,
7171.0,8.7,1.0,3.0,3.0,87.0,4.7,Yes,Yes,68.0,84.0, PLACED ,
,9.1,2.0,3.0,2.0,90.0,4.8,False,Yes,74.0,82.0, Placed ,
9526.0,7.5,,2.0,1.0,76.0%,4.3,No,,,67.0, Placed ,
7355.0,,1.0,2.0,0.0,66.0,,,Yes,55.0,65.0, NotPlaced ,
,8.3,,1.0,,,4.7,No,Yes,83.0,68.0,,
7924.0,approx 6.6,,2.0,,67.0,,No,Yes,55.0,66.0, Placed ,
8525.0,7.9,2.0,,0.0,,4.4,,Yes,68.0,68.0, Idle ,
8215.0,8.4/10,,,2.0,90.0,,False,Yes,,87.0, Placed ,
9268.0,8.4,2.0,3.0,2.0,85.0,4.5,Y,Yes,89.0,79.0, NotPlaced ,
7758.0,,1.0,3.0,0.0,Score: 76.0,,Y,Yes,75.0,73.0, Placed ,
7203.0,,1.0,,,-1,4.8,,Yes,,, placed ,
9699.0,6.7,One,1.0,1.0,,4.1,No,Yes,,70.0, Not Placed ,
,,0.0,3.0,1.0,77.0,4.0,F,Yes,,61.0, Placed ,
8382.0,,1.0,1.0,1.0,77.0,4.8,T,Yes,63.0,68.0, NotPlaced ,
6947.0,8.2,One,,0.0,90.0%,,False,Yes,75.0,87.0, NP ,
,,2.0,,2.0,89.0,4.5,yes,Yes,,87.0, placed ,
8013.0,7.0,1.0,2.0,0.0,,4.3,T,Yes,55.0,68.0, NotPlaced ,
558.0,6.5/10,1.0,2.0,1.0,60.0,,,No,60.0,65.0,,
1152.0,7.7,1.0,1.0,0.0,Score: 84.0,4.7,,Yes,71.0,63.0, Idle ,
3944.0,6.5,1.0,2.0,0.0,85.0%,4.1,,Yes,,66.0, NotPlaced ,
7752.0,8.7,2.0,3.0,0.0,82.0,4.1,0,Yes,72.0,79.0,,
,65.0,1.0,1.0,1.0,,4.1,no,No,,,,
2759.0,approx 6.5,1.0,1.0,,,3.8,,No,69.0,, NotPlaced ,
8531.0,8.0,Zero,1.0,2.0,89.0,,0,Yes,72.0,84.0, Placed ,
5123.0,missing,Zero,2.0,,79.0,,,No,80.0,81.0, placed ,
,8.0,0.0,3.0,2.0,Score: 85.0,4.7,False,Yes,83.0,86.0, NotPlaced ,
6584.0,7.5,One,1.0,2.0,72.0,4.3,Yes,No,55.0,, Employed ,
5097.0,8.4,Two,,2.0,,4.7,Yes,Yes,79.0,, Placed ,
4315.0,-6.6,,1.0,1.0,-1,,0,No,61.0,, Yes ,
,6.5,,1.0,0.0,67.0,4.2,,No,57.0,, NotPlaced ,
9504.0,6.8,One,,1.0,72.0,4.3,1,Yes,55.0,68.0, Employed ,
,approx 8.3,,3.0,2.0,84.0,4.6,Yes,Yes,76.0,74.0,,
9180.0,,1.0,1.0,0.0,,4.1,No,,60.0,69.0, NotPlaced ,
,6.6,0.0,1.0,0.0,78.0,4.8,T,No,,72.0,,
9776.0,,1.0,1.0,1.0,-1,3.4,F,No,55.0,66.0, Unplaced ,
3567.0,8.2,2.0,1.0,2.0,90.0,4.8,Y,No,73.0,70.0, Job ,
5407.0,8.3,2.0,,,88.0,4.8,no,,68.0,82.0, NotPlaced ,
185.0,7.3,1.0,2.0,2.0,67.0,4.5,No,No,,, Unemployed ,
5122.0,8.3,,2.0,2.0,Score: 90.0,4.8,Yes,Yes,71.0,83.0, Placed ,
2999.0,8.4,Two,3.0,2.0,,,Y,Yes,78.0,83.0, Placed ,
2135.0,8.1,2.0,2.0,2.0,,4.6,Yes,,79.0,85.0, placed ,
1473.0,8.5,,2.0,0.0,88.0,4.8,,No,,77.0,,
9750.0,7.3,One,2.0,0.0,-1,3.9,,Yes,63.0,62.0, Idle ,
8606.0,7.5,1.0,1.0,0.0,Score: 76.0,,T,,,67.0, Job ,
,8.6,1.0,2.0,0.0,86.0,4.8,Yes,Yes,69.0,77.0, Unplaced ,
,,2.0,3.0,2.0,90.0,4.8,Yes,Yes,83.0,86.0, Placed ,
212.0,75.0,1.0,1.0,1.0,69.0%,4.1,Y,No,55.0,75.0,,
6396.0,,2.0,3.0,2.0,-1,4.3,Yes,Yes,77.0,, placed ,
,7.8,Zero,,0.0,Score: 73.0,4.4,,,56.0,68.0, P ,
,missing,1.0,2.0,1.0,-1,,yes,Yes,75.0,83.0, No ,
7849.0,6.9/10,0.0,1.0,0.0,78.0,4.5,No,Yes,55.0,,,
7592.0,7.7,,1.0,0.0,75.0,4.0,,,61.0,71.0, Placed ,
962.0,7.3,1.0,,1.0,83.0,3.9,N,No,67.0,70.0,,
6401.0,6.5,1.0,1.0,1.0,82.0,,,Yes,57.0,70.0,,
7543.0,7.8,2.0,3.0,1.0,90.0,4.0,Yes,Yes,81.0,, P ,
2565.0,7.6,,2.0,2.0,79.0%,4.8,Yes,Yes,76.0,82.0,,
3418.0,-8.1,,3.0,2.0,90.0,4.6,Yes,Yes,,88.0,,
256.0,8.5,One,3.0,,,4.5,,Yes,,, NotPlaced ,
7343.0,8.5,Zero,1.0,1.0,,,Yes,No,56.0,81.0, NotPlaced ,
9697.0,7.7,1.0,1.0,0.0,81.0,3.9,0,No,55.0,65.0,,
7546.0,6.6/10,,1.0,0.0,77.0,3.8,No,,,71.0,,
,7.4,1.0,,0.0,76.0,4.2,yes,Yes,75.0,65.0, NotPlaced ,
5245.0,8.6,1.0,,0.0,69.0,4.7,no,Yes,58.0,, Placed ,
3739.0,8.5,1.0,1.0,0.0,Score: 85.0,4.4,N,,71.0,86.0, Employed ,
6377.0,7.5,One,,0.0,79.0,4.3,F,No,58.0,70.0,,
6402.0,8.2,One,3.0,2.0,83.0,4.5,,Yes,76.0,85.0, P ,
3654.0,8.2,1.0,,2.0,90.0,4.8,Y,No,79.0,85.0,,
,8.4,1.0,2.0,0.0,,4.5,Yes,Yes,76.0,, Job ,
1034.0,approx 7.7,One,2.0,1.0,85.0,4.6,Yes,,76.0,83.0,,
9668.0,7.6,2.0,2.0,,86.0,4.6,no,Yes,70.0,83.0, Job ,
3012.0,8.3/10,,,1.0,81.0%,4.0,N,Yes,55.0,63.0,,
7695.0,7.4,,1.0,1.0,80.0,4.2,,Yes,,65.0,,
673.0,8.8,1.0,3.0,,83.0,4.8,,Yes,72.0,84.0, NP ,
,7.5,Zero,,,-1,4.3,1,Yes,55.0,64.0, Employed ,
7228.0,missing,,1.0,2.0,81.0,4.5,0,,80.0,80.0, Unplaced ,
4874.0,-8.3,1.0,3.0,2.0,,4.5,No,Yes,77.0,81.0, Employed ,
6842.0,8.2,2.0,3.0,2.0,Score: 90.0,4.8,True,,80.0,87.0, Job ,
7095.0,,,1.0,0.0,66.0,3.5,no,No,61.0,66.0, NotPlaced ,
3004.0,8.2,,,1.0,90.0,4.8,Yes,No,82.0,63.0, P ,
6124.0,,0.0,1.0,1.0,64.0,3.7,False,Yes,55.0,66.0, placed ,
8238.0,8.0,1.0,,0.0,88.0,,no,Yes,78.0,76.0, Placed ,
7886.0,7.6,,3.0,2.0,,4.8,Yes,Yes,75.0,, Employed ,
,8.4,2.0,3.0,2.0,90.0,4.8,Yes,Yes,77.0,77.0, NotPlaced ,
2254.0,8.0,2.0,,0.0,90.0%,4.4,Yes,Yes,72.0,85.0,,
1740.0,7.8,2.0,3.0,2.0,73.0,4.6,T,No,73.0,, NotPlaced ,
1111.0,,1.0,1.0,0.0,72.0,3.4,No,No,55.0,,,
633.0,,2.0,,2.0,88.0,4.8,Yes,No,83.0,77.0, placed ,
4838.0,8.8/10,,,3.0,79.0%,4.4,,Yes,67.0,82.0, NotPlaced ,
5735.0,6.5,One,1.0,,72.0,,Y,No,,70.0, NotPlaced ,
8508.0,,0.0,,,,,Yes,No,57.0,, NotPlaced ,
3545.0,8.4,1.0,1.0,2.0,83.0,4.5,Yes,,68.0,83.0, NotPlaced ,
,8.4,2.0,3.0,2.0,83.0,4.8,Yes,No,79.0,82.0, Not Placed ,
3774.0,77.0,,2.0,0.0,Score: 73.0,3.7,0,No,55.0,70.0, placed ,
,approx 8.2,One,,,79.0,4.2,True,Yes,74.0,82.0, No ,
6695.0,missing,One,3.0,2.0,90.0,4.8,No,Yes,84.0,86.0,,
9306.0,76.0,1.0,2.0,2.0,75.0,4.7,No,Yes,65.0,68.0, P ,
1465.0,,1.0,,0.0,75.0,3.9,Yes,,80.0,75.0,,
3946.0,8.4,2.0,,2.0,,,,Yes,70.0,, Unplaced ,
7664.0,8.5,One,,0.0,81.0,4.4,,Yes,79.0,75.0, Job ,
7885.0,8.4,,3.0,,90.0,4.8,No,,67.0,82.0, Placed ,
3031.0,7.8,1.0,1.0,0.0,74.0,3.8,No,No,61.0,, NotPlaced ,
1545.0,8.1,1.0,3.0,1.0,74.0,4.6,,No,82.0,85.0, PLACED ,
1297.0,6.8,2.0,2.0,2.0,,4.3,no,Yes,78.0,86.0,,
,86.0,1.0,1.0,2.0,90.0,4.7,,Yes,87.0,66.0, Placed ,
7571.0,-6.5,1.0,1.0,,Score: 79.0,3.7,True,No,63.0,62.0, NotPlaced ,
4048.0,82.0,2.0,3.0,2.0,-1,4.8,Yes,Yes,77.0,88.0, PLACED ,
9975.0,7.6,2.0,1.0,1.0,65.0%,,0,Yes,55.0,68.0, Unplaced ,
3300.0,,1.0,3.0,2.0,-1,4.8,0,,,80.0, NP ,
6807.0,8.1,1.0,,,Score: 90.0,4.8,Yes,Yes,74.0,,,
365.0,7.5,Zero,3.0,,Score: 90.0,,N,,82.0,81.0, No ,
2874.0,,1.0,2.0,0.0,81.0,,N,Yes,68.0,85.0, Unemployed ,
,7.5,0.0,1.0,0.0,71.0,4.1,F,No,60.0,72.0, NotPlaced ,
5566.0,7.5,1.0,1.0,0.0,Score: 75.0,,F,,61.0,70.0, PLACED ,
,8.5,,3.0,2.0,80.0,4.6,Yes,Yes,74.0,68.0, Idle ,
,8.3,0.0,2.0,0.0,Score: 85.0,4.2,No,No,56.0,67.0,,
7683.0,7.4,,1.0,0.0,82.0%,4.7,Yes,Yes,84.0,87.0,,
6964.0,7.5,1.0,,,87.0,4.7,,Yes,68.0,65.0, PLACED ,
,8.1,One,1.0,2.0,,4.8,True,,,87.0,,
8834.0,-6.5,1.0,2.0,0.0,-1,4.3,yes,No,DATA_SHIFT_ERROR,58.0, Employed ,
3877.0,7.9/10,1.0,,2.0,90.0,4.8,Yes,,90.0,82.0,,
9771.0,8.1,1.0,3.0,2.0,90.0,4.6,True,Yes,76.0,86.0, P ,
9148.0,7.7/10,1.0,1.0,1.0,69.0,3.9,,Yes,,71.0, Unemployed ,
4810.0,approx 7.5,1.0,1.0,0.0,71.0,3.6,Yes,No,61.0,71.0,,
,8.3,One,2.0,,78.0,,No,,74.0,64.0, NotPlaced ,
2731.0,6.6,1.0,2.0,1.0,62.0,3.4,Y,Yes,,62.0, NotPlaced ,
2212.0,85.0,0.0,,,90.0,4.8,0,No,61.0,75.0, PLACED ,
9831.0,6.8,1.0,,1.0,,4.6,1,Yes,56.0,70.0, Not Placed ,
1330.0,7.6,2.0,,,74.0,3.8,0,Yes,75.0,, NotPlaced ,
1716.0,7.7,2.0,,0.0,71.0,4.5,,Yes,70.0,70.0, Unemployed ,
,8.3/10,,2.0,1.0,,4.0,No,Yes,,65.0, NP ,
8950.0,7.4,0.0,2.0,0.0,75.0,4.4,,Yes,57.0,67.0,,
441.0,6.5,1.0,1.0,0.0,,4.1,No,,55.0,66.0, placed ,
5439.0,7.9,,1.0,0.0,71.0%,4.4,,,79.0,71.0, Placed ,
6268.0,7.6,1.0,1.0,1.0,85.0,4.3,Y,Yes,77.0,70.0, Employed ,
9330.0,6.7,1.0,2.0,2.0,-1,3.2,N,,66.0,58.0, Placed ,
5940.0,-8.1,2.0,,2.0,90.0,4.6,0,Yes,85.0,88.0,,
6640.0,,1.0,2.0,0.0,,4.4,Y,No,55.0,62.0, Unemployed ,
6503.0,68.0,1.0,1.0,0.0,,3.9,yes,No,,61.0,,
1203.0,7.5,One,1.0,1.0,77.0,4.5,Yes,Yes,72.0,86.0, Employed ,
,approx 7.8,,,0.0,74.0,3.3,0,,55.0,63.0, Placed ,
9943.0,8.1,2.0,2.0,2.0,90.0,4.8,,Yes,80.0,70.0, NotPlaced ,
851.0,8.4,1.0,3.0,2.0,90.0,4.8,T,Yes,70.0,84.0, Yes ,
888.0,7.4,One,1.0,1.0,81.0,3.8,0,Yes,,84.0,,
6854.0,8.2,0.0,2.0,2.0,71.0,4.4,T,Yes,55.0,73.0,,
6688.0,7.9,1.0,,0.0,77.0,4.1,1,Yes,DATA_SHIFT_ERROR,73.0, Not Placed ,
,,1.0,,2.0,90.0,4.8,Yes,,81.0,, NotPlaced ,
9021.0,7.5,1.0,1.0,0.0,82.0%,,,Yes,62.0,, Employed ,
6050.0,7.8,Zero,1.0,,74.0,4.0,False,No,55.0,63.0, Yes ,
1975.0,6.5,1.0,1.0,1.0,64.0,4.0,yes,No,,71.0, placed ,
,,One,1.0,1.0,67.0,3.8,0,No,59.0,63.0, NotPlaced ,
8233.0,6.7,Zero,1.0,1.0,78.0,4.3,1,No,60.0,, NotPlaced ,
7147.0,,One,2.0,1.0,65.0,,0,,55.0,74.0, NotPlaced ,
6828.0,,,1.0,0.0,72.0,4.6,Yes,Yes,77.0,60.0, Placed ,
9680.0,6.9,0.0,1.0,1.0,-1,3.8,T,Yes,55.0,70.0, PLACED ,
,6.9,0.0,3.0,1.0,,4.6,F,Yes,66.0,, NotPlaced ,
9291.0,82.0,Zero,2.0,,78.0%,4.8,Y,,,70.0, placed ,
,,,0.0,0.0,84.0,4.8,False,,74.0,, Idle ,
6995.0,,,2.0,1.0,74.0,4.0,,Yes,64.0,82.0, placed ,
874.0,8.6,Two,3.0,2.0,,4.8,Y,Yes,84.0,85.0, Placed ,
5362.0,missing,2.0,3.0,2.0,90.0,4.8,Yes,Yes,79.0,86.0, Not Placed ,
8027.0,8.1,1.0,1.0,1.0,Score: 77.0,4.1,Yes,Yes,62.0,75.0, Placed ,
4528.0,7.5,Two,1.0,0.0,70.0,,Yes,No,73.0,, No ,
